State,Agency type,Agency name,Race,Religion,"Sexual
orientation",Ethnicity,Disability,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
New Jersey,,"Washington Township, Warren County",1,0,0,0,0,1,0,0,0,"6,662"
New Jersey,,Watchung,0,1,0,0,0,0,1,0,0,"5,857"
New Jersey,,Waterford Township,1,0,0,0,0,1,0,0,0,"10,693"
New Jersey,,Weehawken Township,0,0,0,1,0,0,0,1,0,"12,758"
New Jersey,,Westampton Township,2,0,1,0,0,0,1,1,1,"8,873"
New Jersey,,West Deptford Township,1,0,0,2,0,0,3,0,0,"21,847"
New Jersey,,Westfield,1,0,0,0,0,1,0,0,0,"30,637"
New Jersey,,West Orange,0,1,1,0,0,0,0,2,0,"46,505"
New Jersey,,Westville,1,0,0,0,0,1,0,0,0,"4,322"
New Jersey,,West Windsor Township,0,1,0,0,0,0,0,0,1,"27,363"
New Jersey,,Westwood,0,0,0,1,0,0,0,1,0,"11,033"
New Jersey,,Willingboro Township,1,0,0,0,0,0,1,0,0,"31,844"
New Jersey,,Woodbridge Township,1,3,0,3,0,1,1,4,1,"100,612"
New Jersey,,Woodbury,3,0,1,0,0,3,0,0,1,"10,251"
New Jersey,,Woodbury Heights,0,0,0,1,0,1,0,0,0,"3,078"
New Mexico,Total,,0,0,0,0,2,,,,,
New Mexico,Cities,,0,0,0,0,2,,,,,
New Mexico,,Los Lunas,0,0,0,0,2,,1,,1,"14,957"
New York,Total,,170,406,94,45,0,,,,,
New York,Cities,,104,278,77,26,0,,,,,
New York,,Albany,1,0,1,0,0,1,,,1,"98,187"
New York,,Amherst Town,4,0,0,0,0,1,2,1,0,"117,591"
New York,,Auburn,3,0,1,0,0,0,2,2,0,"27,739"
New York,,Binghamton,2,0,0,0,0,0,2,0,0,"47,250"
New York,,Buffalo,24,0,7,5,0,2,12,13,9,"262,434"
New York,,Clarkstown Town,0,4,0,0,0,0,1,,3,"80,186"
New York,,Coeymans Town,0,0,1,0,0,0,1,0,0,"7,443"
New York,,Cohoes,0,0,1,0,0,0,1,0,0,"16,220"
New York,,Colonie Town,1,0,0,0,0,0,0,1,0,"77,853"
New York,,Cortland,0,0,1,0,0,1,0,0,0,"19,316"
New York,,Crawford Town,0,3,0,0,0,2,0,1,0,"9,419"
New York,,Croton-on-Hudson Village,0,4,1,0,0,2,3,0,,"8,171"
New York,,East Hampton Town,0,0,0,1,0,0,0,1,,"19,569"
New York,,East Rochester Village,1,0,0,0,0,0,0,1,,"6,632"
New York,,Glens Falls,0,1,0,0,0,0,1,0,0,"14,807"
New York,,Gloversville,1,0,0,0,0,0,1,0,0,"15,705"
New York,,Greenburgh Town,1,0,0,0,0,1,0,0,,"43,409"
New York,,Hempstead Village,1,0,0,0,0,0,0,1,0,"54,380"
New York,,Hudson Falls Village,1,0,0,0,0,0,0,1,0,"7,314"
New York,,Ithaca,1,0,2,0,0,1,1,1,0,"30,216"
New York,,Lackawanna,1,0,0,0,0,1,0,0,0,"18,219"
New York,,Lowville Village,0,0,0,1,0,0,0,1,0,"3,486"
New York,,Manlius Town,0,0,0,1,0,0,1,0,0,"24,678"
New York,,Mechanicville,1,0,0,0,0,0,1,0,0,"5,255"
New York,,Monroe Village,0,2,0,0,0,0,1,1,,"8,458"
New York,,Mount Vernon,0,0,2,1,0,1,2,0,0,"68,146"
New York,,New Rochelle,1,1,0,0,0,0,0,1,1,"78,025"
New York,,New York,45,260,53,14,0,107,97,84,84,"8,289,415"
New York,,Niagara Falls,1,0,0,0,0,1,0,0,0,"50,356"
New York,,Nissequogue Village,0,1,0,0,0,0,0,1,0,"1,763"
New York,,Orangetown Town,1,0,0,0,0,1,0,0,0,"37,425"
New York,,Peekskill,0,0,2,0,0,1,1,0,,"23,883"
New York,,Poughkeepsie,1,0,0,0,0,0,0,1,0,"32,967"
New York,,Poughkeepsie Town,3,0,0,0,0,0,2,0,1,"42,698"
New York,,Ramapo Town,0,1,0,0,0,1,0,0,0,"85,448"
New York,,Rochester,1,0,0,0,0,1,0,0,0,"211,993"
New York,,Saranac Lake Village,1,0,0,0,0,0,,0,1,"5,420"
New York,,Southold Town,1,0,1,0,0,0,0,0,2,"19,951"
New York,,Tarrytown Village,0,0,1,0,0,1,0,0,0,"11,415"
New York,,Tonawanda Town,1,0,0,0,0,0,1,0,0,"58,393"
New York,,Tuckahoe Village,0,0,0,1,0,0,1,0,0,"6,567"
New York,,Tupper Lake Village,1,0,0,0,0,0,1,0,,"3,684"
New York,,Utica,0,0,1,1,0,0,0,1,1,"62,445"
New York,,Watervliet,0,0,0,1,0,0,1,0,0,"10,285"
New York,,West Seneca Town,2,0,0,0,0,0,1,1,0,"44,902"
New York,,Whitehall Village,1,0,0,0,0,0,1,0,0,"2,626"
New York,,White Plains,0,0,1,0,0,1,0,0,0,"57,567"
New York,,Yonkers,1,1,1,0,0,1,0,2,0,"198,464"
New York,University and Colleges,,9,7,4,1,0,,,,,
New York,,Cornell University,1,1,1,0,0,1,1,1,0,"21,131"
New York,,Morrisville State College,3,4,0,0,0,0,0,4,3,"3,230"
New York,,State University of New York:,,,,,,,,,,
New York,,Buffalo,0,0,2,0,0,1,1,0,0,"28,849"
New York,,Stony Brook,1,1,0,0,0,1,0,0,1,"23,920"
New York,,State University of New York College:,,,,,,,,,,
New York,,Buffalo,1,1,0,0,0,1,0,1,0,"12,204"
New York,,Oswego,0,0,1,0,0,1,0,,,"8,216"
New York,,Plattsburgh,1,0,0,0,0,0,0,1,0,"6,350"
New York,,State University of New York College of Agriculture and Technology at Cobleskill,2,0,0,1,0,2,1,0,0,"2,516"
New York,Metropolitan Counties,,44,112,12,18,0,,,,,
New York,,Broome,1,0,0,0,0,0,1,,0,
New York,,Dutchess,1,1,0,0,0,1,0,1,0,
New York,,Monroe,0,4,0,0,0,,,2,2,
New York,,Nassau,13,41,2,4,0,26,14,15,5,
New York,,Niagara,1,0,1,0,0,0,1,0,1,
New York,,Putnam,0,1,0,1,0,2,0,0,0,
New York,,Rensselaer,1,0,0,0,0,0,1,0,0,
New York,,Saratoga,0,1,0,1,0,0,0,1,1,
New York,,Suffolk County Police Department,26,64,9,12,0,22,34,33,22,
New York,,Westchester Public Safety,1,0,0,0,0,1,0,0,0,
New York,Nonmetropolitan Counties,,2,0,1,0,0,,,,,
New York,,Cattaraugus,1,0,0,0,0,1,0,0,0,
New York,,Chenango,1,0,0,0,0,,1,0,0,
New York,,Seneca,0,0,1,0,0,0,1,0,0,
New York,State Police Agencies,,3,2,0,0,0,,,,,
New York,,State Police:,,,,,,,,,,
New York,,Dutchess County,1,2,0,0,0,1,1,1,0,
New York,,Jefferson County,1,0,0,0,0,1,0,0,0,
New York,,Otsego County,1,0,0,0,0,0,0,1,0,
New York,Other Agencies,,8,7,0,0,0,,,,,
New York,,New York City Metropolitan Transportation Authority,8,7,0,0,0,5,3,5,2,
North Carolina,Total,,66,19,24,10,0,,,,,
North Carolina,Cities,,46,16,17,7,0,,,,,
North Carolina,,Asheville,4,1,3,0,0,1,3,2,2,"85,295"
North Carolina,,Carolina Beach,0,0,0,1,0,0,0,1,0,"5,867"
North Carolina,,Carthage,0,1,0,0,0,0,0,1,0,"2,255"
North Carolina,,Chapel Hill,1,1,2,0,0,2,1,0,1,"58,586"
North Carolina,,Charlotte-Mecklenburg,7,1,2,4,0,3,1,6,4,"808,504"
North Carolina,,Durham,2,1,2,0,0,2,1,2,0,"235,563"
North Carolina,,Elizabeth City,1,0,0,0,0,0,0,0,1,"18,883"
North Carolina,,Fayetteville,4,3,1,0,0,1,0,2,5,"205,966"
North Carolina,,Gastonia,0,1,0,0,0,0,0,0,1,"72,782"
North Carolina,,Greensboro,0,1,1,0,0,2,0,0,0,"276,134"
North Carolina,,Hickory,2,0,1,0,0,1,1,1,0,"40,361"
North Carolina,,High Point,3,0,1,0,0,1,2,1,0,"106,801"
North Carolina,,Hope Mills,1,0,0,0,0,0,0,1,0,"15,594"
North Carolina,,King,3,2,0,0,0,0,0,5,0,"6,958"
North Carolina,,Morganton,0,0,2,1,0,1,0,2,0,"17,085"
North Carolina,,New Bern,0,0,1,0,0,0,0,1,0,"30,195"
North Carolina,,Reidsville,1,0,0,0,0,0,1,0,0,"14,616"
North Carolina,,Roanoke Rapids,0,0,0,1,0,0,1,0,0,"15,756"
North Carolina,,Rocky Mount,1,0,0,0,0,0,1,0,0,"58,002"
North Carolina,,Roxboro,2,0,0,0,0,1,1,0,0,"8,480"
North Carolina,,Salisbury,3,1,0,0,0,1,1,0,2,"33,919"
North Carolina,,Smithfield,1,0,0,0,0,1,0,0,0,"11,305"
North Carolina,,Statesville,0,0,1,0,0,0,0,0,1,"25,044"
North Carolina,,Stoneville,2,0,0,0,0,1,0,1,0,"1,064"
North Carolina,,Thomasville,1,1,0,0,0,0,2,0,0,"26,994"
North Carolina,,Wilmington,4,2,0,0,0,1,3,2,0,"109,370"
North Carolina,,Winston-Salem,1,0,0,0,0,0,0,1,0,"234,687"
North Carolina,,Wrightsville Beach,1,0,0,0,0,0,1,0,0,"2,546"
North Carolina,,Zebulon,1,0,0,0,0,1,0,0,0,"4,619"
North Carolina,Universities and Colleges,,2,0,1,0,0,,,,,
North Carolina,,North Carolina School of the Arts,1,0,1,0,0,2,0,0,0,893
North Carolina,,"North Carolina State University, Raleigh",1,0,0,0,0,1,0,0,0,"34,767"
North Carolina,Metropolitan Counties,,17,2,5,3,0,,,,,
North Carolina,,Buncombe,3,1,0,1,0,4,1,0,0,
North Carolina,,Cabarrus,0,1,0,0,0,1,0,0,0,
North Carolina,,Caldwell,3,0,0,0,0,1,0,1,1,
North Carolina,,Forsyth,0,0,1,0,0,0,1,0,0,
North Carolina,,Franklin,1,0,3,2,0,0,3,0,3,
North Carolina,,Gaston County Police Department,1,0,0,0,0,0,0,0,1,
North Carolina,,Haywood,1,0,0,0,0,0,1,0,0,
North Carolina,,Lincoln,1,0,0,0,0,0,0,1,0,
North Carolina,,New Hanover,3,0,1,0,0,2,0,1,1,
North Carolina,,Pitt,2,0,0,0,0,0,0,1,1,
North Carolina,,Rockingham,2,0,0,0,0,0,1,1,0,
North Carolina,Nonmetropolitan Counties,,1,1,1,0,0,,,,,
North Carolina,,Harnett,1,0,0,0,0,0,0,0,1,
North Carolina,,Rutherford,0,1,1,0,0,1,0,0,1,
North Dakota,Total,,21,1,9,10,0,,,,,
North Dakota,Cities,,17,1,7,9,0,,,,,
North Dakota,,Beulah,1,0,0,0,0,0,0,1,0,"3,202"
North Dakota,,Bismarck,5,0,1,3,0,3,0,4,2,"64,103"
North Dakota,,Devils Lake,1,0,0,0,0,1,0,0,0,"7,305"
North Dakota,,Fargo,6,0,3,6,0,5,4,4,2,"109,813"
North Dakota,,Lisbon,0,1,0,0,0,0,0,1,0,"2,182"
North Dakota,,Mandan,1,0,0,0,0,1,0,0,0,"18,932"
North Dakota,,Watford City,0,0,1,0,0,1,0,0,0,"1,967"
North Dakota,,West Fargo,3,0,2,0,0,0,2,2,1,"26,894"
North Dakota,Metropolitan Counties,,2,0,0,0,0,,,,,
North Dakota,,Morton,2,0,0,0,0,0,0,1,1,
North Dakota,Nonmetropolitan Counties,,2,0,2,1,0,,,,,
North Dakota,,Sargent,0,0,0,1,0,0,1,0,0,
North Dakota,,Slope,1,0,0,0,0,0,0,0,1,
North Dakota,,Steele,0,0,1,0,0,0,0,0,1,
North Dakota,,Walsh,0,0,1,0,0,1,0,0,0,
North Dakota,,Williams,1,0,0,0,0,0,1,0,0,
Ohio,Total,,129,27,63,29,9,,,,,
Ohio,Cities,,108,25,55,26,2,,,,,
Ohio,,Akron,5,0,0,2,0,0,2,4,1,"198,390"
Ohio,,Athens,0,0,1,0,0,1,0,0,0,"23,834"
Ohio,,Austintown,4,1,0,2,0,0,0,4,3,"36,478"
Ohio,,"Bath Township, Summit County",0,0,1,0,0,0,1,0,0,"9,667"
Ohio,,Beavercreek,1,0,0,0,0,1,0,0,0,"45,563"
Ohio,,Bexley,1,0,1,0,0,0,1,1,0,"13,220"
Ohio,,Blue Ash,0,0,0,1,0,0,0,1,0,"12,082"
Ohio,,Boardman,0,0,1,0,0,1,0,0,0,"40,608"
Ohio,,Bowling Green,3,0,0,0,0,0,0,1,2,"30,219"
Ohio,,Canfield,1,0,0,0,0,0,1,0,0,"7,464"
Ohio,,Cardington,1,0,0,0,0,0,0,0,1,"2,047"
Ohio,,Centerville,4,8,0,0,0,6,3,3,,"24,107"
Ohio,,Cincinnati,5,1,5,0,0,1,4,6,0,"296,204"
Ohio,,Circleville,1,0,0,0,0,1,0,0,0,"13,388"
Ohio,,Clearcreek Township,0,0,0,1,0,1,0,0,0,"14,224"
Ohio,,Cleveland,5,1,3,0,0,0,4,2,3,"393,781"
Ohio,,Columbus,19,4,14,7,0,8,13,16,7,"797,384"
Ohio,,Commercial Point,0,0,1,0,0,1,0,0,0,"1,590"
Ohio,,Dayton,1,0,0,0,0,1,0,0,0,"142,139"
Ohio,,Defiance,2,0,2,0,0,1,2,1,0,"16,621"
Ohio,,Delaware,2,0,0,0,0,0,1,1,0,"35,539"
Ohio,,East Liverpool,0,0,2,0,0,2,0,0,0,"11,198"
Ohio,,Eaton,1,0,0,1,0,0,2,0,0,"8,369"
Ohio,,Englewood,0,0,1,0,0,0,0,0,1,"13,526"
Ohio,,Gahanna,1,0,0,0,0,1,0,0,0,"33,692"
Ohio,,Genoa Township,0,1,0,0,0,0,0,1,0,"23,643"
Ohio,,Girard,0,0,0,1,0,0,1,0,0,"9,906"
Ohio,,Greenhills,2,0,0,0,0,0,1,1,0,"3,605"
Ohio,,Grove City,0,1,1,0,0,0,0,0,2,"36,050"
Ohio,,Groveport,0,0,1,0,0,0,1,0,0,"5,435"
Ohio,,Hamilton,1,0,0,0,0,0,1,0,0,"62,791"
Ohio,,"Hamilton Township, Warren County",1,0,0,0,0,1,0,0,0,"21,033"
Ohio,,Heath,0,0,1,1,0,1,0,1,0,"10,356"
Ohio,,Highland Heights,0,1,0,0,0,1,,0,0,"8,279"
Ohio,,Hubbard,1,0,0,0,0,0,1,0,0,"7,834"
Ohio,,"Jackson Township, Stark County",1,0,0,1,0,0,2,0,0,"40,317"
Ohio,,Lakewood,0,0,1,0,0,0,0,1,0,"51,721"
Ohio,,Liberty Township,1,0,0,0,0,0,0,0,1,"12,002"
Ohio,,Lorain,6,1,1,1,1,2,1,2,5,"64,148"
Ohio,,Mansfield,2,0,1,1,0,0,3,0,1,"47,480"
Ohio,,Marietta,0,0,1,0,0,0,0,0,1,"14,079"
Ohio,,Marion,1,0,0,0,0,0,0,0,1,"36,687"
Ohio,,Mason,0,1,1,0,0,1,1,0,0,"31,037"
Ohio,,Massillon,0,0,2,0,0,0,1,1,0,"32,104"
Ohio,,McArthur,1,0,0,0,0,0,0,1,0,"1,691"
Ohio,,Miamisburg,0,0,1,0,0,0,1,0,0,"20,273"
Ohio,,Monroe,1,0,0,0,0,0,0,1,0,"14,837"
Ohio,,Montpelier,0,0,0,1,0,0,1,0,0,"4,067"
Ohio,,Moraine3,1,0,1,1,0,0,1,1,0,"6,336"
Ohio,,Mount Vernon,5,0,1,0,0,2,1,2,1,"17,086"
Ohio,,New Albany,0,1,0,0,0,0,1,0,0,"7,834"
Ohio,,North Canton,0,2,0,0,0,0,0,1,1,"17,464"
Ohio,,Norton,1,0,0,0,0,0,1,0,0,"12,039"
Ohio,,Norwalk,0,0,1,0,0,1,0,0,0,"16,976"
Ohio,,Oregon,0,0,0,1,0,0,1,0,0,"20,205"
Ohio,,"Perry Township, Stark County",2,0,0,0,0,1,0,1,0,"28,262"
Ohio,,Port Clinton,0,0,0,1,0,0,0,1,0,"6,050"
Ohio,,Portsmouth,2,0,2,0,0,1,0,2,1,"20,170"
Ohio,,Powhatan Point,1,0,0,0,0,0,1,0,0,"1,586"
Ohio,,Salem,0,0,1,0,1,0,1,1,0,"12,269"
Ohio,,Salineville,1,0,0,0,0,0,1,0,0,"1,307"
Ohio,,Springboro,0,0,0,1,0,0,1,0,0,"17,587"
Ohio,,Springfield,3,0,2,0,0,1,,3,1,"60,329"
Ohio,,"Springfield Township, Hamilton County",1,0,0,0,0,0,0,0,1,"36,225"
Ohio,,Stow,1,0,0,0,0,0,0,1,0,"34,709"
Ohio,,Toronto,1,0,0,0,0,0,1,0,0,"5,024"
Ohio,,Trotwood,2,0,2,0,0,2,1,0,1,"24,540"
Ohio,,Urbana,0,0,0,1,0,0,0,1,0,"11,706"
Ohio,,Van Wert,1,0,0,1,0,0,1,0,1,"10,792"
Ohio,,Wadsworth,1,0,0,0,0,1,0,0,0,"21,682"
Ohio,,Warren,4,0,0,0,0,1,0,1,2,"41,355"
Ohio,,West Chester Township,0,0,1,0,0,0,1,0,0,"58,897"
Ohio,,Whitehall,1,0,0,0,0,0,0,1,0,"18,305"
Ohio,,Wooster,1,0,0,0,0,0,0,0,1,"26,137"
Ohio,,Worthington,0,2,0,0,0,1,0,1,0,"13,754"
Ohio,,Xenia,1,0,0,0,0,0,1,0,0,"25,923"
Ohio,,Youngstown,2,0,0,0,0,0,1,1,0,"66,567"
Ohio,,Zanesville,1,0,1,0,0,0,1,1,0,"25,529"
Ohio,Universities and Colleges,,2,0,2,0,0,,,,,
Ohio,,Capital University,1,0,0,0,0,0,0,1,0,"3,550"
Ohio,,Miami University,0,0,1,0,0,,0,0,1,"17,395"
Ohio,,"Ohio State University, Columbus",1,0,0,0,0,0,1,0,0,"56,867"
Ohio,,University of Toledo,0,0,1,0,0,1,0,0,0,"22,610"
Ohio,Metropolitan Counties,,16,2,3,3,1,,,,,
Ohio,,Butler,1,1,1,0,1,0,1,2,1,
Ohio,,Delaware,0,0,0,1,0,1,0,0,0,
Ohio,,Franklin,1,0,0,0,0,0,1,0,0,
Ohio,,Fulton,1,1,0,0,0,0,1,0,1,
Ohio,,Greene,3,0,1,0,0,0,1,2,1,
Ohio,,Lucas,0,0,0,1,0,0,0,1,0,
Ohio,,Mahoning,1,0,0,0,0,1,,,,
Ohio,,Miami,1,0,0,0,0,0,0,0,1,
Ohio,,Montgomery,4,0,0,0,0,2,1,1,0,
Ohio,,Morrow,1,0,0,0,0,0,0,0,1,
Ohio,,Richland,1,0,1,0,0,0,1,0,1,
Ohio,,Stark,1,0,0,1,0,0,0,0,2,
Ohio,,Summit,1,0,0,0,0,0,0,0,1,
Ohio,Nonmetropolitan Counties,,3,0,3,0,6,,,,,
Ohio,,Ashtabula,1,0,0,0,1,1,1,0,0,
Ohio,,Athens,0,0,1,0,1,0,1,1,0,
Ohio,,Defiance,0,0,1,0,0,1,0,0,0,
Ohio,,Henry,1,0,0,0,0,0,0,1,0,
Ohio,,Marion,0,0,0,0,2,0,1,1,0,
Ohio,,Monroe,1,0,0,0,0,0,0,0,1,
Ohio,,Seneca,0,0,0,0,2,0,0,1,1,
Ohio,,Washington,0,0,1,0,0,1,0,0,0,
Ohio,Other Agencies,,1,0,0,0,0,,,,,
Ohio,,Cleveland Metropolitan Park District,1,0,0,0,0,0,0,1,0,
Oklahoma,Total,,13,2,2,3,1,,,,,
Oklahoma,Cities,,8,1,0,3,1,,,,,
Oklahoma,,Bristow,1,0,0,0,0,,1,0,0,"4,279"
Oklahoma,,Eufaula,0,0,0,0,1,0,1,0,0,"2,845"
Oklahoma,,Guthrie,1,0,0,0,0,1,0,0,0,"10,409"
Oklahoma,,Hartshorne,1,0,0,0,0,1,0,0,0,"2,128"
Oklahoma,,Hominy,0,1,0,0,0,0,1,0,0,"3,585"
Oklahoma,,Luther,1,0,0,0,0,1,0,0,0,"1,252"
Oklahoma,,Mangum,1,0,0,0,0,0,1,0,0,"2,963"
Oklahoma,,Miami,1,0,0,0,0,,,1,0,"13,660"
Oklahoma,,Pauls Valley,1,0,0,0,0,0,0,1,0,"6,198"
Oklahoma,,Purcell,0,0,0,1,0,0,1,0,0,"6,043"
Oklahoma,,Sallisaw,1,0,0,0,0,0,0,1,0,"8,929"
Oklahoma,,Sapulpa,0,0,0,1,0,1,0,0,0,"20,818"
Oklahoma,,Verdigris,0,0,0,1,0,0,1,0,0,"4,055"
Oklahoma,Metropolitan Counties,,0,1,1,0,0,,,,,
Oklahoma,,Tulsa,0,1,1,0,0,1,1,0,0,
Oklahoma,Nonmetropolitan Counties,,5,0,1,0,0,,,,,
Oklahoma,,Ellis,1,0,0,0,0,0,1,0,0,
Oklahoma,,Garfield,0,0,1,0,0,,1,0,0,
Oklahoma,,Latimer,2,0,0,0,0,0,0,2,0,
Oklahoma,,Woodward,2,0,0,0,0,0,1,0,1,
Oregon,Total,,18,10,9,10,5,,,,,
Oregon,Cities,,17,9,8,6,4,,,,,
Oregon,,Ashland,1,0,0,0,0,0,1,0,0,"20,376"
Oregon,,Beaverton,2,0,0,1,1,3,,1,,"92,276"
Oregon,,Bend,0,1,1,2,2,2,2,1,1,"78,458"
Oregon,,Boardman,1,0,0,0,0,1,0,0,0,"3,241"
Oregon,,Corvallis,0,1,0,0,0,0,1,0,0,"55,062"
Oregon,,Keizer,0,1,0,0,0,0,1,0,0,"37,160"
Oregon,,Lebanon,0,1,0,0,0,1,0,0,0,"15,823"
Oregon,,Lincoln City,0,1,0,0,0,0,1,0,0,"7,969"
Oregon,,Newport,1,1,1,0,0,1,0,0,2,"10,039"
Oregon,,Pendleton,0,0,1,0,0,0,1,0,0,"16,903"
Oregon,,Portland,3,1,2,0,1,4,2,1,,"598,037"
Oregon,,Roseburg,0,1,0,0,0,0,1,0,0,"21,305"
Oregon,,Salem,2,0,1,1,0,1,1,1,1,"157,353"
Oregon,,Springfield,5,1,0,0,0,1,2,2,1,"60,119"
Oregon,,Stayton,1,0,0,0,0,0,1,0,0,"7,788"
Oregon,,Sutherlin,0,0,1,0,0,0,0,0,1,"7,852"
Oregon,,Tigard,0,0,1,1,0,1,,1,,"49,359"
Oregon,,Tillamook,0,0,0,1,0,0,0,1,0,"5,037"
Oregon,,Toledo,1,0,0,0,0,1,0,0,0,"3,483"
Oregon,Metropolitan Counties,,0,0,1,2,1,,,,,
Oregon,,Benton,0,0,0,2,1,1,1,0,1,
Oregon,,Deschutes,0,0,1,0,0,0,1,0,0,
Oregon,Nonmetropolitan Counties,,1,1,0,2,0,,,,,
Oregon,,Douglas,1,1,0,0,0,0,1,0,1,
Oregon,,Lincoln,0,0,0,1,0,0,1,0,0,
Oregon,,Umatilla,0,0,0,1,0,0,0,0,1,
Pennsylvania,Total,,26,7,4,1,0,,,,,
Pennsylvania,Cities,,22,5,4,1,0,,,,,
Pennsylvania,,"Abington Township, Montgomery County",2,0,0,0,0,2,0,0,0,"55,731"
Pennsylvania,,Avoca,2,0,0,0,0,0,0,1,1,"2,663"
Pennsylvania,,Carlisle,1,0,0,0,0,1,0,0,0,"19,103"
Pennsylvania,,Harrisburg,0,0,1,0,0,0,0,1,0,"49,753"
Pennsylvania,,Lancaster,1,2,0,0,0,1,1,0,1,"60,155"
Pennsylvania,,Philadelphia,8,1,2,0,0,8,1,0,2,"1,538,957"
Pennsylvania,,Pittsburgh,2,0,0,1,0,2,,,1,"312,112"
Pennsylvania,,Reading,3,0,0,0,0,1,2,0,0,"88,557"
Pennsylvania,,Roseto,0,1,0,0,0,1,0,0,0,"1,574"
Pennsylvania,,Ross Township,1,0,0,0,0,1,0,0,0,"31,222"
Pennsylvania,,Selinsgrove,0,1,0,0,0,0,0,1,0,"5,781"
Pennsylvania,,State College,1,0,0,0,0,1,0,0,0,"57,020"
Pennsylvania,,Throop,0,0,1,0,0,0,0,1,0,"4,089"
Pennsylvania,,Tunkhannock,1,0,0,0,0,1,0,0,0,"1,839"
Pennsylvania,Universities and Colleges,,2,0,0,0,0,,,,,
Pennsylvania,,Moravian College,1,0,0,0,0,1,0,0,0,"2,002"
Pennsylvania,,Shippensburg University,1,0,0,0,0,0,0,1,0,"8,183"
Pennsylvania,State Police Agencies,,2,2,0,0,0,,,,,
Pennsylvania,,State Police:,,,,,,,,,,
Pennsylvania,,Chester County,1,0,0,0,0,0,1,0,0,
Pennsylvania,,Erie County,1,0,0,0,0,0,0,1,0,
Pennsylvania,,Lehigh County,0,1,0,0,0,0,0,0,1,
Pennsylvania,,Wayne County,0,1,0,0,0,0,0,1,0,
Rhode Island,Total,,4,2,5,1,0,,,,,
Rhode Island,Cities,,4,2,5,1,0,, ,,,
Rhode Island,,Barrington,1,0,0,0,0,0,0,1,0,"16,268"
Rhode Island,,Newport,1,0,0,0,0,0,0,0,1,"24,595"
Rhode Island,,Pawtucket,0,0,2,1,0,1,2,0,0,"71,085"
Rhode Island,,Providence,2,1,1,0,0,1,2,1,0,"177,882"
Rhode Island,,South Kingstown,0,0,1,0,0,0,0,0,1,"30,524"
Rhode Island,,Warwick,0,1,0,0,0,0,1,0,0,"82,282"
Rhode Island,,West Warwick,0,0,1,0,0,1,0,0,0,"29,053"
South Carolina,Total,,69,41,26,8,4,,,,,
South Carolina,Cities,,39,19,19,3,0,,,,,
South Carolina,,Anderson,7,0,0,0,0,0,0,7,0,"27,127"
South Carolina,,Atlantic Beach,1,0,0,0,0,0,1,0,,346
South Carolina,,Beaufort,0,0,1,0,0,1,0,0,0,"12,653"
South Carolina,,Bennettsville,0,0,1,0,0,0,1,0,0,"9,034"
South Carolina,,Blacksburg,1,0,0,0,0,0,0,1,0,"1,873"
South Carolina,,Bluffton,1,0,0,0,0,1,0,0,0,"12,855"
South Carolina,,Camden,0,0,1,0,0,0,1,0,0,"6,968"
South Carolina,,Charleston,1,0,0,0,0,0,0,1,0,"123,856"
South Carolina,,Cheraw,0,1,0,0,0,1,0,0,0,"5,885"
South Carolina,,Clinton,0,0,1,0,0,0,0,1,0,"8,570"
South Carolina,,Clover,1,0,0,0,0,0,1,0,0,"5,245"
South Carolina,,Columbia,2,2,1,0,0,2,2,0,1,"131,833"
South Carolina,,Darlington,1,0,1,0,0,1,0,0,1,"6,313"
South Carolina,,Elgin,1,0,0,0,0,0,1,0,0,"1,336"
South Carolina,,Florence,1,0,0,0,0,0,0,1,0,"37,681"
South Carolina,,Folly Beach,1,0,0,0,0,0,1,0,0,"2,700"
South Carolina,,Forest Acres,1,1,0,0,0,0,0,1,1,"10,596"
South Carolina,,Fort Mill,0,1,0,0,0,0,0,0,1,"11,132"
South Carolina,,Goose Creek,0,0,0,1,0,0,1,0,0,"37,387"
South Carolina,,Holly Hill,1,0,0,0,0,1,0,0,0,"1,280"
South Carolina,,Irmo,0,0,1,0,0,0,0,0,1,"11,390"
South Carolina,,Kingstree,1,0,0,0,0,0,0,0,1,"3,325"
South Carolina,,Lamar,0,1,0,0,0,0,1,0,0,988
South Carolina,,Latta,0,0,1,0,0,0,0,1,0,"1,378"
South Carolina,,Lexington,1,0,0,0,0,0,1,0,0,"18,352"
South Carolina,,Moncks Corner,2,0,0,0,0,2,0,0,0,"8,229"
South Carolina,,Mount Pleasant,0,0,2,0,0,0,0,1,1,"70,016"
South Carolina,,Mullins,1,0,0,1,0,2,0,0,0,"4,680"
South Carolina,,Myrtle Beach,0,0,1,0,0,0,0,0,1,"28,085"
South Carolina,,Pageland,1,0,0,0,0,0,1,0,0,"2,733"
South Carolina,,Rock Hill,2,0,1,0,0,1,1,0,1,"68,064"
South Carolina,,Seneca,1,0,0,0,0,1,0,0,0,"8,194"
South Carolina,,Simpsonville,1,0,2,0,0,1,0,2,0,"18,829"
South Carolina,,Spartanburg,0,0,1,0,0,0,0,1,0,"37,689"
South Carolina,,Summerville,3,0,0,0,0,0,1,2,0,"45,209"
South Carolina,,Tega Cay,0,0,1,0,0,0,1,0,0,"7,847"
South Carolina,,Walterboro,0,5,3,1,0,3,1,4,1,"5,411"
South Carolina,,Ware Shoals,3,0,0,0,0,2,0,1,0,"2,189"
