State,Agency Type,Agency name,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
Identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Massachusetts,,Taunton,3,0,1,0,1,0,2,1,2,0,"56,720"
Massachusetts,,Topsfield,1,0,0,0,0,0,1,0,0,0,"6,590"
Massachusetts,,Waltham,1,0,1,1,0,3,2,1,1,2,"63,613"
Massachusetts,,Watertown,0,2,2,0,0,0,0,0,2,1,"34,655"
Massachusetts,,Westfield,0,0,1,0,0,0,0,1,0,0,"41,700"
Massachusetts,,West Tisbury,0,0,0,0,1,0,0,0,1,0,"2,927"
Massachusetts,,Williamstown,1,0,0,0,0,0,0,0,1,0,"7,591"
Massachusetts,,Worcester,5,0,0,0,0,1,0,1,2,3,"184,595"
Massachusetts,Universities and Colleges,,14,22,10,0,1,0,,,,,
Massachusetts,,Boston University,5,11,4,0,1,0,3,3,9,4,"32,158"
Massachusetts,,Brandeis University,0,1,0,0,0,0,0,0,0,1,"5,752"
Massachusetts,,Bridgewater State University,0,0,1,0,0,0,1,0,0,0,"11,089"
Massachusetts,,Bristol Community College,1,0,0,0,0,0,0,0,0,1,"8,761"
Massachusetts,,Clark University,0,3,0,0,0,0,2,0,0,1,"3,485"
Massachusetts,,Hampshire College,1,0,0,0,0,0,0,0,0,1,"1,410"
Massachusetts,,Massachusetts Institute of Technology,0,1,0,0,0,0,1,0,0,0,"11,331"
Massachusetts,,Northeastern University,0,1,0,0,0,0,,1,,,"19,940"
Massachusetts,,Salem State University,0,0,3,0,0,0,2,1,0,0,"9,215"
Massachusetts,,"Tufts University, Suffolk",0,1,0,0,0,0,0,1,0,0,
Massachusetts,,University of Massachusetts:,,,,,,,,,,,
Massachusetts,,Amherst,6,4,2,0,0,0,6,4,1,0,"29,269"
Massachusetts,,"Medical Center, Worcester",1,0,0,0,0,0,0,0,0,1,"1,079"
Massachusetts,Other Agencies,,4,1,1,0,0,0,,,,,
Massachusetts,,Massachusetts Bay Transportation Authority:,,,,,,,,,,,
Massachusetts,,Middlesex County,1,0,0,0,0,0,0,0,1,,
Massachusetts,,Suffolk County,3,1,1,0,0,0,1,1,1,2,
Michigan,Total,,282,47,59,6,5,0,,,,,
Michigan,Cities,,209,41,44,4,1,0,,,,,
Michigan,,Albion,2,1,0,0,0,0,0,0,0,3,"8,155"
Michigan,,Allegan,0,0,1,0,0,0,0,1,0,0,"5,086"
Michigan,,Ann Arbor,0,1,0,0,0,0,0,0,0,1,"117,688"
Michigan,,Auburn Hills,1,0,0,0,0,0,0,1,0,0,"22,933"
Michigan,,Battle Creek,3,0,0,0,0,0,0,1,1,1,"60,904"
Michigan,,Belleville,1,0,0,0,0,0,0,0,0,1,"3,860"
Michigan,,Benton Harbor,1,0,0,0,0,0,1,0,0,0,"9,963"
Michigan,,Benton Township,2,0,0,0,0,0,0,0,2,0,"14,413"
Michigan,,Berkley,1,0,0,0,0,0,0,0,1,0,"15,328"
Michigan,,Big Rapids,1,0,0,0,0,0,0,0,0,1,"10,389"
Michigan,,Birmingham,0,1,0,0,0,0,0,1,0,0,"21,012"
Michigan,,Blackman Township,3,0,0,0,0,0,0,0,2,1,"37,522"
Michigan,,Bloomfield Hills,1,1,0,0,0,0,0,1,0,1,"4,031"
Michigan,,Bloomfield Township,1,1,0,0,0,0,0,0,0,2,"42,313"
Michigan,,Buena Vista Township,2,0,0,0,0,0,0,1,1,0,"8,158"
Michigan,,Burton,1,0,0,0,0,0,0,0,1,0,"28,563"
Michigan,,Cadillac,1,0,0,0,0,0,0,0,0,1,"10,372"
Michigan,,Caro,1,0,0,0,0,0,0,0,0,1,"4,074"
Michigan,,Chesterfield Township,1,0,0,0,0,0,1,0,0,0,"44,963"
Michigan,,Clawson,2,0,0,0,0,0,0,0,1,1,"12,053"
Michigan,,Clinton Township,1,0,0,0,0,0,1,0,0,0,"100,514"
Michigan,,Clio,1,0,0,0,0,0,0,0,1,0,"2,516"
Michigan,,Coldwater,1,0,0,0,0,0,0,1,0,0,"10,827"
Michigan,,Commerce Township,1,0,0,0,0,0,0,0,1,0,"38,218"
Michigan,,Dearborn,7,4,3,0,0,0,3,5,5,1,"94,646"
Michigan,,Dearborn Heights,1,1,0,0,0,0,0,0,1,1,"55,852"
Michigan,,Detroit,16,1,13,2,0,0,6,6,7,13,"669,673"
Michigan,,East Lansing,2,1,0,0,0,0,2,0,0,1,"48,451"
Michigan,,Eastpointe,3,0,0,0,0,0,0,1,0,2,"32,701"
Michigan,,Eaton Rapids,1,0,0,0,0,0,0,0,1,0,"5,226"
Michigan,,Escanaba,1,0,0,0,1,0,0,0,2,0,"12,278"
Michigan,,Evart,1,0,0,0,0,0,0,0,1,0,"1,853"
Michigan,,Farmington,0,0,1,0,0,0,0,0,1,0,"10,553"
Michigan,,Ferndale,2,0,0,0,0,0,0,1,0,1,"20,232"
Michigan,,Flint,14,1,1,0,0,0,1,4,8,3,"97,548"
Michigan,,Flushing,0,0,1,0,0,0,0,1,0,0,"8,028"
Michigan,,Forsyth Township,1,0,0,0,0,0,1,0,0,0,"6,196"
Michigan,,Fruitport Township,1,0,0,0,0,0,0,0,1,0,"13,879"
Michigan,,Galesburg,2,0,0,0,0,0,0,1,0,1,"2,050"
Michigan,,Garden City,2,1,0,0,0,0,0,0,1,2,"26,781"
Michigan,,Gaylord,1,0,0,0,0,0,0,0,1,0,"3,662"
Michigan,,Genesee Township,0,0,1,0,0,0,1,0,0,0,"20,393"
Michigan,,Grand Rapids,2,0,0,0,0,0,0,1,0,1,"196,538"
Michigan,,Grandville,0,1,0,0,0,0,0,1,0,0,"16,070"
Michigan,,Grant,3,0,0,0,0,0,0,2,0,1,880
Michigan,,Grosse Pointe Park,1,0,1,0,0,0,0,0,1,1,"11,160"
Michigan,,Grosse Pointe Woods,1,0,0,0,0,0,0,1,0,0,"15,699"
Michigan,,Hampton Township,1,0,0,0,0,0,0,0,0,1,"9,401"
Michigan,,Hamtramck,3,2,0,0,0,0,2,2,1,0,"21,929"
Michigan,,Harper Woods,1,0,0,0,0,0,0,1,0,0,"13,764"
Michigan,,Hart,1,0,0,0,0,0,0,0,1,0,"2,093"
Michigan,,Hastings,1,0,0,0,0,0,0,1,0,0,"7,274"
Michigan,,Highland Park,5,1,1,0,0,0,1,0,3,3,"10,810"
Michigan,,Houghton,2,0,0,0,0,0,1,0,0,1,"8,020"
Michigan,,Huntington Woods,0,1,0,0,0,0,1,0,0,0,"6,360"
Michigan,,Huron Township,1,0,0,0,0,0,0,0,1,0,"15,622"
Michigan,,Independence Township,2,0,0,0,0,0,1,0,0,1,"36,689"
Michigan,,Inkster,3,2,1,0,0,0,2,1,2,1,"24,548"
Michigan,,Ishpeming,2,0,0,0,0,0,1,0,0,1,"6,485"
Michigan,,Kalamazoo,1,0,0,0,0,0,0,1,0,0,"76,389"
Michigan,,Lansing,1,1,0,0,0,0,2,0,0,0,"115,199"
Michigan,,Lapeer,1,0,1,0,0,0,1,0,1,0,"8,782"
Michigan,,Lawton,2,0,0,0,0,0,0,1,0,1,"1,860"
Michigan,,Leslie,1,0,0,0,0,0,0,1,0,0,"1,869"
Michigan,,Lincoln Park,1,0,0,0,0,0,0,1,0,0,"36,808"
Michigan,,Lincoln Township,2,0,0,0,0,0,0,0,0,2,"14,500"
Michigan,,Livonia,3,1,0,0,0,0,0,0,3,1,"94,226"
Michigan,,Ludington,3,0,0,0,0,0,0,2,1,0,"8,054"
Michigan,,Mackinac Island,0,0,1,0,0,0,0,1,0,0,479
Michigan,,Marysville,0,0,1,0,0,0,0,1,0,0,"9,722"
Michigan,,Mason,1,0,0,0,0,0,0,1,0,0,"8,461"
Michigan,,Melvindale,2,0,0,0,0,0,0,1,1,0,"10,348"
Michigan,,Meridian Township,4,1,1,0,0,0,2,0,0,4,"42,700"
Michigan,,Monroe,2,0,0,0,0,0,0,1,1,0,"19,971"
Michigan,,Montrose Township,0,1,1,0,0,0,0,2,0,0,"7,524"
Michigan,,Mount Pleasant,1,0,0,0,0,0,0,1,0,0,"26,069"
Michigan,,Muskegon,0,1,1,0,0,0,0,0,0,2,"38,442"
Michigan,,Muskegon Township,0,0,1,0,0,0,0,0,0,1,"17,791"
Michigan,,Niles,1,1,0,0,0,0,0,0,2,0,"11,282"
Michigan,,Norton Shores,3,0,0,0,0,0,0,1,1,1,"24,256"
Michigan,,Ontwa Township-Edwardsburg,0,0,1,0,0,0,0,0,1,0,"6,481"
Michigan,,Owosso,1,0,0,0,0,0,0,0,1,0,"14,605"
Michigan,,Oxford Township,1,0,0,0,0,0,1,0,0,0,"18,164"
Michigan,,Pittsfield Township,1,1,1,0,0,0,0,0,2,1,"38,704"
Michigan,,Plymouth,0,0,1,0,0,0,0,0,1,0,"8,865"
Michigan,,Plymouth Township,0,0,1,0,0,0,0,0,0,1,"26,870"
Michigan,,Pontiac,2,0,0,0,0,0,1,0,1,0,"60,003"
Michigan,,Portage,1,0,0,0,0,0,0,0,1,0,"48,550"
Michigan,,Port Huron,0,0,1,0,0,0,0,0,1,0,"29,182"
Michigan,,Redford Township,1,1,0,0,0,0,0,1,1,0,"47,218"
Michigan,,Richland,1,0,0,0,0,0,0,1,0,0,793
Michigan,,River Rouge,1,0,0,0,0,0,0,0,0,1,"7,480"
Michigan,,Rochester Hills,2,0,0,0,0,0,1,0,1,0,"73,913"
Michigan,,Romulus,4,0,0,0,0,0,0,2,1,1,"23,315"
Michigan,,Roseville,3,0,0,0,0,0,1,1,1,0,"47,704"
Michigan,,Royal Oak,1,0,0,0,0,0,1,0,0,0,"59,367"
Michigan,,Saginaw,3,1,1,0,0,0,2,2,0,1,"48,942"
Michigan,,Saginaw Township,2,0,0,0,0,0,0,1,1,0,"39,421"
Michigan,,Saline,1,0,0,0,0,0,0,0,1,0,"9,158"
Michigan,,Sault Ste. Marie,0,0,2,0,0,0,2,0,0,0,"13,763"
Michigan,,Shelby Township,3,0,1,0,0,0,0,1,1,2,"78,427"
Michigan,,Southfield,1,1,1,0,0,0,1,1,0,1,"73,438"
Michigan,,Southgate,3,0,1,0,0,0,1,2,1,0,"29,158"
Michigan,,South Lyon,2,0,0,0,0,0,0,1,1,0,"11,801"
Michigan,,St. Charles,1,1,0,0,0,0,0,0,2,0,"1,940"
Michigan,,St. Joseph Township,1,0,0,0,0,0,0,1,0,0,"9,850"
Michigan,,Sturgis,1,0,0,0,0,0,0,1,0,0,"10,876"
Michigan,,Taylor,3,0,0,0,0,0,0,1,1,1,"61,290"
Michigan,,Tittabawassee Township,1,0,0,0,0,0,0,0,1,0,"9,782"
Michigan,,Traverse City,4,3,0,0,0,0,0,2,2,3,"15,330"
Michigan,,Troy,7,0,0,0,0,0,0,1,3,3,"83,743"
Michigan,,Van Buren Township,2,0,2,0,0,0,0,0,2,2,"28,090"
Michigan,,Warren,7,1,0,2,0,0,2,2,2,4,"135,620"
Michigan,,Waterford Township,1,0,0,0,0,0,1,0,0,0,"73,308"
Michigan,,West Bloomfield Township,5,4,0,0,0,0,1,2,4,2,"66,123"
Michigan,,Wyoming,0,1,0,0,0,0,1,0,0,0,"75,917"
Michigan,Universities and Colleges,,16,4,3,0,0,0,,,,,
Michigan,,Eastern Michigan University,4,2,0,0,0,0,0,0,2,4,"21,824"
Michigan,,Grand Valley State University,0,0,1,0,0,0,0,0,1,0,"25,325"
Michigan,,Michigan State University,2,1,1,0,0,0,0,0,1,3,"50,538"
Michigan,,Mott Community College,1,0,0,0,0,0,0,0,1,0,"8,617"
Michigan,,Schoolcraft College,1,0,0,0,0,0,0,0,1,0,"11,687"
Michigan,,University of Michigan:,,,,,,,,,,,
Michigan,,Ann Arbor,6,1,1,0,0,0,2,2,1,3,"43,651"
Michigan,,Flint,1,0,0,0,0,0,0,0,0,1,"8,470"
Michigan,,Western Michigan University,1,0,0,0,0,0,0,0,1,0,"23,529"
Michigan,Metropolitan Counties,,24,0,8,1,1,0,,,,,
Michigan,,Barry,2,0,0,0,0,0,0,2,0,0,
Michigan,,Calhoun,1,0,1,0,0,0,0,0,2,0,
Michigan,,Eaton,1,0,0,0,0,0,0,0,1,0,
Michigan,,Genesee,1,0,0,0,0,0,0,0,0,1,
Michigan,,Ingham,2,0,0,0,0,0,0,2,0,0,
Michigan,,Jackson,3,0,0,0,0,0,0,0,3,0,
Michigan,,Kent,1,0,1,0,0,0,1,1,0,0,
Michigan,,Lapeer,2,0,1,0,0,0,2,0,0,1,
Michigan,,Livingston,0,0,0,1,1,0,1,0,0,1,
Michigan,,Macomb,1,0,0,0,0,0,0,1,0,0,
Michigan,,Monroe,3,0,0,0,0,0,0,1,1,1,
Michigan,,Montcalm,1,0,1,0,0,0,1,0,1,0,
Michigan,,Muskegon,1,0,0,0,0,0,0,0,1,0,
Michigan,,Oakland,0,0,2,0,0,0,1,0,1,0,
Michigan,,Saginaw,2,0,0,0,0,0,1,1,0,0,
Michigan,,St. Clair,0,0,1,0,0,0,0,0,0,1,
Michigan,,Van Buren,1,0,1,0,0,0,0,0,0,2,
Michigan,,Washtenaw,2,0,0,0,0,0,0,0,1,1,
Michigan,Nonmetropolitan Counties,,18,1,2,1,1,0,,,,,
Michigan,,Benzie,1,0,0,0,0,0,1,0,0,0,
Michigan,,Clare,1,0,0,0,0,0,0,0,1,0,
Michigan,,Emmet,1,0,0,0,0,0,0,1,0,0,
Michigan,,Gratiot,2,0,0,0,0,0,0,1,0,1,
Michigan,,Hillsdale,1,0,0,0,0,0,0,1,0,0,
Michigan,,Huron,1,0,0,0,0,0,0,0,0,1,
Michigan,,Ionia,1,0,0,0,0,0,0,0,1,0,
Michigan,,Luce,0,0,0,1,0,0,0,0,1,0,
Michigan,,Marquette,1,0,0,0,0,0,0,1,0,0,
Michigan,,Mason,1,0,0,0,0,0,0,0,0,1,
Michigan,,Mecosta,2,0,0,0,0,0,0,1,1,0,
Michigan,,Menominee,3,0,0,0,0,0,1,2,0,0,
Michigan,,Oceana,1,0,1,0,0,0,1,1,0,0,
Michigan,,Sanilac,1,0,0,0,0,0,0,0,1,0,
Michigan,,Tuscola,1,1,1,0,1,0,0,0,2,2,
Michigan,State Police Agencies,,14,1,2,0,2,0,,,,,
Michigan,,State Police:,,,,,,,,,,,
Michigan,,Ingham County,2,0,0,0,0,0,0,0,0,2,
Michigan,,Isabella County,3,0,2,0,0,0,1,1,2,1,
Michigan,,Jackson County,1,0,0,0,0,0,0,0,0,1,
Michigan,,Kent County,3,0,0,0,0,0,0,0,1,2,
Michigan,,Livingston County,0,1,0,0,1,0,0,0,0,2,
Michigan,,Mecosta County,1,0,0,0,0,0,0,1,0,0,
Michigan,,Muskegon County,0,0,0,0,1,0,1,0,0,0,
Michigan,,Oceana County,4,0,0,0,0,0,0,2,1,1,
Michigan,Other Agencies,,1,0,0,0,0,0,,,,,
Michigan,,Gerald R. Ford International Airport,1,0,0,0,0,0,0,0,1,0,
Minnesota,Total,,77,30,15,0,0,0,,,,,
Minnesota,Cities,,71,28,15,0,0,0,,,,,
Minnesota,,Blaine,2,0,0,0,0,0,1,0,0,1,"63,115"
Minnesota,,Bloomington,1,0,0,0,0,0,0,0,0,1,"87,134"
Minnesota,,Brooklyn Center,1,0,0,0,0,0,1,0,0,0,"30,893"
Minnesota,,Brooklyn Park,8,1,1,0,0,0,4,2,2,2,"79,800"
Minnesota,,Cottage Grove,2,0,0,0,0,0,1,1,0,0,"36,164"
Minnesota,,Crystal,2,0,0,0,0,0,1,0,1,0,"23,102"
Minnesota,,Eagan,2,0,0,0,0,0,0,0,0,2,"66,698"
Minnesota,,Inver Grove Heights,7,0,1,0,0,0,1,1,3,2,"35,049"
Minnesota,,Little Falls,1,0,0,0,0,0,0,0,1,0,"8,611"
Minnesota,,Mankato,3,0,2,0,0,0,0,0,2,3,"41,300"
Minnesota,,Maplewood,2,0,0,0,0,0,1,0,0,1,"41,071"
Minnesota,,Minneapolis,20,13,5,0,0,0,5,16,11,6,"416,751"
Minnesota,,Minnetonka,0,2,0,0,0,0,1,1,0,0,"52,055"
Minnesota,,Moorhead,0,0,1,0,0,0,1,0,0,0,"42,507"
Minnesota,,New Hope,1,0,0,0,0,0,0,1,0,0,"21,168"
Minnesota,,Oakdale,1,1,0,0,0,0,0,1,0,0,"28,211"
Minnesota,,Orono,0,1,0,0,0,0,0,1,0,0,"19,799"
Minnesota,,Plymouth,4,1,1,0,0,0,2,1,2,1,"76,996"
Minnesota,,Roseville,1,1,1,0,0,0,0,1,1,0,"35,954"
Minnesota,,Sauk Centre,0,1,0,0,0,0,0,1,0,0,"4,367"
Minnesota,,Savage,0,1,0,0,0,0,0,1,0,0,"31,118"
Minnesota,,South St. Paul,1,0,0,0,0,0,0,0,1,0,"20,452"
Minnesota,,Spring Lake Park,1,0,0,0,0,0,0,0,0,1,"6,484"
Minnesota,,St. Cloud,3,1,1,0,0,0,2,2,1,,"67,341"
Minnesota,,St. Louis Park,2,3,0,0,0,0,0,0,1,4,"48,770"
Minnesota,,St. Paul,5,2,2,0,0,0,3,1,3,2,"303,920"
Minnesota,,Wayzata,1,0,0,0,0,0,0,0,1,0,"6,627"
Minnesota,Universities and Colleges,,0,1,0,0,0,0,,,,,
Minnesota,,"University of Minnesota, Twin Cities",0,1,0,0,0,0,0,0,0,1,"50,678"
Minnesota,Metropolitan Counties,,5,0,0,0,0,0,,,,,
Minnesota,,Carver,1,0,0,0,0,0,0,0,1,0,
Minnesota,,Mille Lacs,1,0,0,0,0,0,1,0,0,0,
Minnesota,,Ramsey,2,0,0,0,0,0,0,0,0,2,
Minnesota,,Wright,1,0,0,0,0,0,0,1,0,0,
Minnesota,Nonmetropolitan Counties,,1,0,0,0,0,0,,,,,
Minnesota,,Crow Wing,1,0,0,0,0,0,1,0,0,0,
Minnesota,Other Agencies,,0,1,0,0,0,0,,,,,
Minnesota,,Minneapolis-St. Paul International Airport,0,1,0,0,0,0,0,1,,0,
Mississippi,Total,,4,1,2,0,0,0,,,,,
Mississippi,Cities,,3,1,1,0,0,0,,,,,
Mississippi,,Biloxi,0,0,1,0,0,0,1,0,0,0,"45,952"
Mississippi,,Olive Branch,3,1,0,0,0,0,1,0,0,3,"36,513"
Mississippi,Metropolitan Counties,,0,0,1,0,0,0,,,,,
Mississippi,,DeSoto,0,0,1,0,0,0,1,0,0,0,
Mississippi,Nonmetropolitan Counties,,1,0,0,0,0,0,,,,,
Mississippi,,Stone,1,0,0,0,0,0,,,,1,
Missouri,Total,,65,13,10,0,1,0,,,,,
Missouri,Cities,,62,11,10,0,1,0,,,,,
Missouri,,Battlefield,1,0,0,0,0,0,0,0,1,0,"6,083"
Missouri,,Blue Springs,1,0,0,0,0,0,0,1,0,0,"54,445"
Missouri,,Bolivar,0,1,0,0,0,0,0,1,0,0,"10,790"
Missouri,,Branson,1,0,0,0,0,0,1,0,0,0,"11,593"
Missouri,,Bridgeton,0,0,1,0,0,0,0,0,0,1,"11,835"
Missouri,,Cameron,1,0,0,0,0,0,0,0,1,0,"9,817"
Missouri,,Chesterfield,1,1,0,0,0,0,2,0,0,0,"47,939"
Missouri,,Clayton,1,0,0,0,0,0,1,0,0,0,"15,873"
Missouri,,Columbia,5,0,2,0,0,0,0,1,5,1,"121,143"
Missouri,,Gladstone,1,0,0,0,0,0,0,0,1,0,"27,138"
Missouri,,Independence,1,0,1,0,0,0,1,1,0,0,"117,335"
Missouri,,Kansas City,33,6,4,0,0,0,7,7,16,13,"478,364"
Missouri,,Lee's Summit,1,0,0,0,1,0,0,1,1,0,"95,821"
Missouri,,Marionville,1,0,0,0,0,0,0,1,0,0,"2,181"
Missouri,,North Kansas City,1,0,0,0,0,0,0,0,0,1,"4,387"
Missouri,,Rolla,2,0,0,0,0,0,2,0,0,0,"20,093"
Missouri,,St. Charles,1,0,0,0,0,0,0,0,1,0,"69,364"
Missouri,,St. Joseph,0,0,1,0,0,0,0,1,0,0,"76,577"
Missouri,,St. Louis,8,1,0,0,0,0,,3,3,3,"314,507"
Missouri,,St. Peters,1,2,1,0,0,0,0,1,2,0,"57,835"
Missouri,,University City,1,0,0,0,0,0,1,0,0,,"35,002"
Missouri,Universities and Colleges,,2,1,0,0,0,0,,,,,
Missouri,,University of Missouri:,,,,,,,,,,,
Missouri,,Kansas City,2,0,0,0,0,0,0,0,0,2,"16,685"
Missouri,,St. Louis,0,1,0,0,0,0,0,0,1,0,"16,738"
Missouri,Metropolitan Counties,,1,1,0,0,0,0,,,,,
Missouri,,St. Louis County Police Department,1,1,0,0,0,0,2,0,0,0,
Montana,Total,,10,5,4,0,1,0,,,,,
Montana,Cities,,4,4,2,0,1,0,,,,,
Montana,,Billings,2,1,1,0,0,0,3,0,0,1,"111,447"
Montana,,Columbia Falls,0,0,0,0,1,0,1,0,0,0,"5,175"
Montana,,Conrad,1,0,0,0,0,0,0,1,0,0,"2,594"
Montana,,Havre,1,0,0,0,0,0,0,0,0,1,"9,896"
Montana,,Helena,0,3,0,0,0,0,1,2,0,0,"31,052"
Montana,,Whitefish,0,0,1,0,0,0,0,0,1,0,"7,226"
Montana,Nonmetropolitan Counties,,6,1,2,0,0,0,,,,,
Montana,,Big Horn,2,0,2,0,0,0,2,1,0,1,
Montana,,Broadwater,1,0,0,0,0,0,0,0,1,0,
Montana,,Lewis and Clark,3,0,0,0,0,0,0,0,3,0,
Montana,,Richland,0,1,0,0,0,0,0,0,1,0,
Nebraska,Total,,23,4,3,0,1,0,,,,,
Nebraska,Cities,,23,4,3,0,1,0,,,,,
Nebraska,,Crete,2,0,0,0,0,0,2,0,0,0,"7,047"
Nebraska,,Grand Island,2,0,0,0,0,0,1,1,0,0,"51,980"
Nebraska,,Kearney,1,0,0,0,0,0,0,1,0,0,"33,471"
Nebraska,,Lincoln,13,3,2,0,1,0,6,6,4,3,"281,138"
Nebraska,,Norfolk,1,0,0,0,0,0,0,1,0,0,"24,389"
Nebraska,,Omaha,4,1,0,0,0,0,3,0,2,0,"446,163"
Nebraska,,Papillion,0,0,1,0,0,0,0,0,1,0,"19,576"
Nevada,Total,,31,4,6,0,0,1,,,,,
Nevada,Cities,,31,4,6,0,0,1,,,,,
Nevada,,Henderson,9,1,1,0,0,0,2,4,3,2,"291,584"
Nevada,,Las Vegas Metropolitan Police Department,19,1,5,0,0,1,3,10,2,10,"1,592,178"
Nevada,,North Las Vegas,3,1,0,0,0,0,0,1,3,0,"238,554"
Nevada,,Reno,0,1,0,0,0,0,0,0,0,1,"244,554"
New Hampshire,Total,,15,6,5,2,0,0,,,,,
New Hampshire,Cities,,15,6,4,2,0,0,,,,,
New Hampshire,,Belmont,1,0,0,0,0,0,1,0,0,0,"7,315"
New Hampshire,,Boscawen,0,0,1,0,0,0,0,1,0,0,"3,950"
New Hampshire,,Bow,1,0,0,0,0,0,0,0,1,0,"7,779"
New Hampshire,,Brookline,0,1,0,0,0,0,0,1,0,0,"5,256"
New Hampshire,,Claremont,1,0,0,0,0,0,0,1,0,0,"12,913"
New Hampshire,,Concord,1,0,1,0,0,0,0,1,1,0,"42,610"
New Hampshire,,Derry,1,0,0,0,0,0,0,0,0,1,"33,249"
New Hampshire,,Dover,0,0,0,1,0,0,1,0,0,0,"31,054"
New Hampshire,,Durham,0,1,0,0,0,0,0,0,0,1,"17,078"
New Hampshire,,Exeter,2,1,0,0,0,0,1,1,1,0,"14,635"
New Hampshire,,Farmington,2,0,1,0,0,0,0,0,3,0,"6,841"
New Hampshire,,Hillsborough,1,0,0,0,0,0,0,0,0,1,"5,974"
New Hampshire,,Keene,1,2,0,0,0,0,0,0,1,2,"23,244"
New Hampshire,,Laconia,1,1,0,1,0,0,0,2,0,1,"16,300"
New Hampshire,,Manchester,0,0,1,0,0,0,0,0,0,1,"110,353"
New Hampshire,,Pembroke,1,0,0,0,0,0,1,0,0,0,"7,118"
New Hampshire,,Sandown,1,0,0,0,0,0,0,0,0,1,"6,348"
New Hampshire,,Troy,1,0,0,0,0,0,0,0,1,0,"2,075"
New Hampshire,Universities and Colleges,,0,0,1,0,0,0,,,,,
New Hampshire,,University of New Hampshire,0,0,1,0,0,0,1,0,0,0,"15,351"
New Jersey,Total,,137,110,34,1,0,0,,,,,
New Jersey,Cities,,130,110,33,1,0,0,,,,,
New Jersey,,Aberdeen Township,1,1,0,0,0,0,,0,1,1,"18,562"
New Jersey,,Allendale,0,1,0,0,0,0,0,1,0,0,"6,849"
New Jersey,,Atlantic City,1,0,0,0,0,0,0,0,1,0,"39,202"
New Jersey,,Bergenfield,0,1,0,0,0,0,0,1,0,0,"27,646"
New Jersey,,Blairstown Township,1,1,0,0,0,0,0,2,0,0,"5,791"
New Jersey,,Bloomfield,1,0,0,0,0,0,0,1,0,0,"48,215"
New Jersey,,Brick Township,0,1,1,0,0,0,,1,1,0,"74,818"
New Jersey,,Cinnaminson Township,1,0,0,0,0,0,0,1,0,0,"16,871"
New Jersey,,Colts Neck Township,0,0,1,0,0,0,,0,1,0,"10,018"
New Jersey,,Cresskill,0,1,0,0,0,0,0,1,0,0,"8,815"
New Jersey,,Dunellen,0,1,0,0,0,0,,0,0,1,"7,434"
New Jersey,,East Brunswick Township,6,2,1,0,0,0,,6,2,1,"49,016"
New Jersey,,East Hanover Township,1,0,0,0,0,0,,0,0,1,"11,233"
New Jersey,,East Orange,1,0,0,0,0,0,1,0,0,0,"64,787"
New Jersey,,East Rutherford,0,1,0,0,0,0,0,1,0,0,"9,166"
New Jersey,,East Windsor Township,2,0,0,0,0,0,,1,0,1,"27,537"
New Jersey,,Edgewater,0,1,0,0,0,0,0,0,0,1,"12,079"
New Jersey,,Edison Township,2,1,0,0,0,0,,2,0,1,"102,679"
New Jersey,,Evesham Township,4,1,1,0,0,0,2,1,1,2,"45,581"
New Jersey,,Ewing Township,0,1,0,0,0,0,,0,1,0,"36,435"
New Jersey,,Florence Township,0,0,1,0,0,0,0,1,0,0,"12,805"
New Jersey,,Fort Lee,1,1,1,0,0,0,1,0,1,1,"36,739"
New Jersey,,Freehold Borough,2,0,0,0,0,0,,0,0,2,"11,941"
New Jersey,,Freehold Township,2,0,0,0,0,0,,1,1,0,"35,736"
New Jersey,,Galloway Township,0,1,0,0,0,0,0,0,1,0,"37,280"
New Jersey,,Glassboro,1,1,1,0,0,0,,1,0,2,"19,245"
New Jersey,,Hackensack,2,2,1,0,0,0,2,2,0,1,"44,968"
New Jersey,,"Hamilton Township, Mercer County",0,2,0,0,0,0,,2,0,0,"88,665"
New Jersey,,Hammonton,0,1,0,0,0,0,0,0,1,0,"14,585"
New Jersey,,Hanover Township,1,0,0,0,0,0,,0,0,1,"14,468"
New Jersey,,Harrison Township,0,1,1,0,0,0,,1,0,1,"13,023"
New Jersey,,Highland Park,2,1,0,0,0,0,,3,0,0,"14,346"
New Jersey,,Highlands,1,0,0,0,0,0,,0,1,0,"4,838"
New Jersey,,Hillsborough Township,1,0,0,0,0,0,,0,0,1,"40,037"
New Jersey,,Hoboken,2,0,1,0,0,0,,0,1,2,"54,095"
New Jersey,,Holmdel Township,0,3,0,0,0,0,,1,0,2,"16,651"
New Jersey,,Hopewell Township,0,1,0,0,0,0,,0,0,1,"18,570"
New Jersey,,Howell Township,4,6,1,0,0,0,,3,7,1,"52,306"
New Jersey,,Jackson Township,1,1,0,0,0,0,,2,0,0,"56,563"
New Jersey,,Jersey City,3,1,0,0,0,0,,0,1,3,"266,179"
New Jersey,,Keansburg,5,0,0,0,0,0,,1,2,2,"9,828"
New Jersey,,Lacey Township,0,1,0,0,0,0,,0,1,0,"28,540"
New Jersey,,Lakewood Township,3,14,0,0,0,0,2,6,7,2,"100,269"
New Jersey,,Lindenwold,0,1,0,0,0,0,0,0,1,0,"17,340"
New Jersey,,Linwood,0,1,0,0,0,0,0,0,1,0,"6,950"
